  t   J_i   l_i   J_f   l_f   Lam  n1   lj1  n2  lj2   TD   TD/sqrt(2j_1+1)
  1     6     1     6     2  2     1     5     2     1    -0.00001305    -0.00000533
  1     6     1     6     2  2     1     5     2     2    -0.00002671    -0.00001090
  1     6     1     6     2  2     1     5     1     8     0.00009211     0.00003760
  1     6     1     6     2  2     1     5     2     1     0.42999619     0.17554521
  1     6     1     6     2  2     1     5     2     2    -0.14857823    -0.06065681
  1     6     1     6     2  2     1     5     1     5     1.15391990     0.47108583
  1     6     1     6     2  2     1     8     1     8    -0.00006366    -0.00002013
  1     6     1     6     2  2     1     8     1     5    -0.00001414    -0.00000447
  1     6     1     6     2  2     1     8     1     8     0.20186962     0.06383678
  0     6     2     4     1  2     2     1     2     2    -0.01512675    -0.01069622
  0     6     2     4     1  2     2     1     1     5     0.25892585     0.18308823
  0     6     2     4     1  2     2     2     2     1     0.14793562     0.07396781
  0     6     2     4     1  2     2     2     2     2     0.09377666     0.04688833
  0     6     2     4     1  2     2     2     1     5     0.10590566     0.05295283
  0     6     2     4     1  2     1     5     2     1     0.46517068     0.18990514
  0     6     2     4     1  2     1     5     2     2    -0.06520766    -0.02662092
  0     6     2     4     1  2     1     5     1     5    -0.22278388    -0.09095114
  0     6     2     4     1  2     1     8     1     8    -0.00008151    -0.00002578
  0     6     2     4     1  2     1     8     1     5     0.00003270     0.00001034
  0     6     2     4     1  2     1     8     1     8     0.00001366     0.00000432
  1     6     2     4     1  2     2     1     2     2    -0.04680988    -0.03309958
  1     6     2     4     1  2     2     1     1     5    -0.07756505    -0.05484677
  1     6     2     4     1  2     2     2     2     1    -0.20608288    -0.10304144
  1     6     2     4     1  2     2     2     2     2    -0.09048564    -0.04524282
  1     6     2     4     1  2     2     2     1     5     0.10582167     0.05291083
  1     6     2     4     1  2     1     5     1     8     0.00023948     0.00009777
  1     6     2     4     1  2     1     5     2     1    -0.40889524    -0.16693078
  1     6     2     4     1  2     1     5     2     2    -0.03587457    -0.01464573
  1     6     2     4     1  2     1     5     1     5     0.24470415     0.09990005
  1     6     2     4     1  2     1     8     1     8     0.19598130     0.06197473
  0     6     2     4     2  2     2     1     2     2    -0.26011559    -0.18392949
  0     6     2     4     2  2     2     1     1     5     0.44106794     0.31188213
  0     6     2     4     2  2     2     1     2     2    -0.00003768    -0.00002664
  0     6     2     4     2  2     2     2     2     1     0.68076746     0.34038373
  0     6     2     4     2  2     2     2     2     2     0.12517411     0.06258705
  0     6     2     4     2  2     2     2     1     5     0.17893857     0.08946929
  0     6     2     4     2  2     2     2     2     2     0.00002092     0.00001046
  0     6     2     4     2  2     1     5     2     1     0.84109305     0.34337480
  0     6     2     4     2  2     1     5     2     2    -0.08804588    -0.03594458
  0     6     2     4     2  2     1     5     1     5     0.90250973     0.36844806
  0     6     2     4     2  2     1     5     2     2     0.00002642     0.00001079
  0     6     2     4     2  2     1     8     1     8     2.09387086     0.66214010
  0     6     2     4     2  2     1     8     1     5    -0.00016528    -0.00005227
  0     6     2     4     2  2     1     8     1     8    -0.00002746    -0.00000868
  1     6     2     4     2  2     2     1     2     2    -0.45202458    -0.31962965
  1     6     2     4     2  2     2     1     1     5     0.54317493     0.38408268
  1     6     2     4     2  2     2     2     2     1     0.58744812     0.29372406
  1     6     2     4     2  2     2     2     2     2     1.09962644     0.54981322
  1     6     2     4     2  2     2     2     1     5     0.35267804     0.17633902
  1     6     2     4     2  2     1     5     2     1     0.00001477     0.00000603
  1     6     2     4     2  2     1     5     1     8     0.00028774     0.00011747
  1     6     2     4     2  2     1     5     2     1     0.50024367     0.20422362
  1     6     2     4     2  2     1     5     2     2    -0.43187600    -0.17631264
  1     6     2     4     2  2     1     5     1     5     1.35492831     0.55314717
  1     6     2     4     2  2     1     8     1     8     0.00001702     0.00000538
  1     6     2     4     2  2     1     8     1     8     0.28893920     0.09137060
  0     6     2     6     1  0     2     1     2     1     0.04593010     0.03247748
  0     6     2     6     1  0     2     2     2     2     0.02336495     0.01168248
  0     6     2     6     1  0     1     5     1     5    -0.26788369    -0.10936306
  0     6     2     6     1  0     1     8     1     8     0.17159224     0.05426223
  1     6     2     6     1  0     2     1     2     1     0.20801568     0.14708930
  1     6     2     6     1  0     2     2     2     2     0.15698719     0.07849360
  1     6     2     6     1  0     1     5     1     5    -0.04433547    -0.01809988
  1     6     2     6     1  0     1     8     1     8    -0.15783203    -0.04991087
  0     6     2     6     1  2     2     1     2     2    -0.23900153    -0.16899960
  0     6     2     6     1  2     2     1     1     5     0.54765379     0.38724971
  0     6     2     6     1  2     2     1     2     2    -0.00002299    -0.00001626
  0     6     2     6     1  2     2     1     1     5    -0.00001305    -0.00000923
  0     6     2     6     1  2     2     2     2     1     0.35709496     0.17854748
  0     6     2     6     1  2     2     2     2     2     0.09886716     0.04943358
  0     6     2     6     1  2     2     2     1     5     0.13813400     0.06906700
  0     6     2     6     1  2     2     2     1     5     0.00002671     0.00001335
  0     6     2     6     1  2     1     5     2     1     0.39231639     0.16016250
  0     6     2     6     1  2     1     5     2     2    -0.10952641    -0.04471397
  0     6     2     6     1  2     1     5     1     5     0.81463537     0.33257350
  0     6     2     6     1  2     1     8     1     8     1.96968210     0.62286817
  0     6     2     6     1  2     1     8     1     5     0.00009211     0.00002913
  0     6     2     6     1  2     1     8     1     8    -0.00006366    -0.00002013
  1     6     2     6     1  2     2     1     2     2    -0.41369101    -0.29252372
  1     6     2     6     1  2     2     1     1     5     0.42999619     0.30405322
  1     6     2     6     1  2     2     2     2     1     0.00001466     0.00000733
  1     6     2     6     1  2     2     2     2     1     0.49343741     0.24671871
  1     6     2     6     1  2     2     2     2     2     0.60731166     0.30365583
  1     6     2     6     1  2     2     2     1     5     0.14857823     0.07428911
  1     6     2     6     1  2     1     5     2     1    -0.00003648    -0.00001489
  1     6     2     6     1  2     1     5     2     2    -0.00001879    -0.00000767
  1     6     2     6     1  2     1     5     1     5     0.00001380     0.00000563
  1     6     2     6     1  2     1     5     1     8    -0.00003144    -0.00001284
  1     6     2     6     1  2     1     5     2     1     0.68257917     0.27866178
  1     6     2     6     1  2     1     5     2     2    -0.13424009    -0.05480329
  1     6     2     6     1  2     1     5     1     5     1.15391990     0.47108583
  1     6     2     6     1  2     1     5     1     8    -0.00001414    -0.00000577
  1     6     2     6     1  2     1     8     1     8    -0.00001705    -0.00000539
  1     6     2     6     1  2     1     8     1     8     0.20186962     0.06383678
  0     6     2     6     2  0     2     1     2     1     3.84542463     2.71912583
  0     6     2     6     2  0     2     2     2     2     6.80580102     3.40290051
  0     6     2     6     2  0     1     5     1     5     7.33603616     2.99492422
  0     6     2     6     2  0     1     8     1     8     6.53507279     2.06657147
  1     6     2     6     2  0     2     1     2     1     1.08344030     0.76610798
  1     6     2     6     2  0     2     2     2     2     2.38091970     1.19045985
  1     6     2     6     2  0     1     5     1     5     2.84912407     1.16315003
  1     6     2     6     2  0     1     8     1     8     0.36361792     0.11498608
  0     6     2     6     2  2     2     1     2     2     0.03639682     0.02573644
  0     6     2     6     2  2     2     1     1     5    -0.16007333    -0.11318894
  0     6     2     6     2  2     2     2     2     1    -0.03639682    -0.01819841
  0     6     2     6     2  2     2     2     2     2    -0.12274953    -0.06137476
  0     6     2     6     2  2     2     2     1     5    -0.12328308    -0.06164154
  0     6     2     6     2  2     1     5     2     1    -0.16007333    -0.06534966
  0     6     2     6     2  2     1     5     2     2     0.12328308     0.05033011
  0     6     2     6     2  2     1     5     1     5     0.01829463     0.00746875
  0     6     2     6     2  2     1     8     1     8    -0.04578310    -0.01447789
  0     6     2     6     2  2     1     8     1     5    -0.00046255    -0.00014627
  1     6     2     6     2  2     2     1     2     2    -0.06688643    -0.04729585
  1     6     2     6     2  2     2     1     1     5     0.11701588     0.08274272
  1     6     2     6     2  2     2     2     2     1     0.06688643     0.03344322
  1     6     2     6     2  2     2     2     2     2     0.06003857     0.03001928
  1     6     2     6     2  2     2     2     1     5     0.02843298     0.01421649
  1     6     2     6     2  2     1     5     1     8    -0.00046255    -0.00018883
  1     6     2     6     2  2     1     5     2     1     0.11701588     0.04777153
  1     6     2     6     2  2     1     5     2     2    -0.02843298    -0.01160772
  1     6     2     6     2  2     1     5     1     5    -0.01720448    -0.00702370
  1     6     2     6     2  2     1     5     1     8     0.00001508     0.00000615
  1     6     2     6     2  2     1     8     1     5     0.00001508     0.00000477
  1     6     2     6     2  2     1     8     1     8    -0.19139311    -0.06052382
